feature0,feature1,feature2,feature3,True,Pred,Error
4278,443,1.8953755,3.790751,0.22993115999999997,0.2617498407027034,0.13838350879760467
3819,1000,3.8195,7.639,0.40307892,0.41323231068108174,0.02518958491077065
886,947,0.8395155,1.679031,0.02423214,0.11406654908108114,3.707242079365716
664,405,0.2691225,0.538245,0.041908339999999995,0.09453840410810824,1.255837480275006
1098,1000,1.0985,2.197,0.13289889999999996,0.1231339454594593,0.07347656406893258
17281,1026,17.730819,35.461638,1.7066357400000007,1.7400407305945913,0.019573591371402167
1193,564,0.673134,1.346268,0.10744705999999997,0.11709186145945959,0.08976328863218426
24518,1005,24.6410925,49.282185,2.4070314799999997,2.7554557064315377,0.14475266706172787
4045,3008,12.168864,24.337728,1.0982019200000002,1.0491031225945968,0.044708351452712215
1040,4082,4.247321,8.494642,0.3816701800000001,0.377534199945945,0.010836529209735685
1410,1113,1.5698865,3.139773,0.1968722600000001,0.18569698778378393,0.05676407745924268
2990,1129,3.3762745,6.752549,0.38524938,0.3597867067027015,0.06609400201318548
1986,863,1.7143495,3.428699,0.2224903,0.20310806113513513,0.0871149837312677
1999,1158,2.315421,4.630842,0.2887881400000001,0.3003395684864855,0.039999663720558035
22756,832,18.933408,37.866816,1.9468748000000002,1.8854959794594637,0.03152684524990336
672,721,0.4848725,0.969745,0.10303482000000001,0.10456141648648662,0.01481631633351333
384,3208,1.233476,2.466952,0.14324964,0.19270459437837742,0.3452361512278663
2627,525,1.3794375,2.758875,0.18602752,0.19212794427026994,0.03279312797520463
424,555,0.2355975,0.471195,0.09929322000000003,0.09750653227027048,0.017994055684059287
1624,870,1.413315,2.82663,0.18748522,0.1743540447027024,0.07003845581693105
1255,1092,1.371006,2.742012,0.15300903999999996,0.15575797183783777,0.01796581324762125
24874,619,15.3973155,30.794631,1.6458625200000003,1.4970534152972996,0.0904140551804416
438,775,0.3398375,0.679675,0.15551661999999994,0.11227223940540514,0.2780691902550018
412,1059,0.4368375,0.873675,0.10491996,0.10915257513513493,0.04034137198617809
21346,462,9.862083,19.724166,0.7437508400000001,0.6667974969729747,0.10346656284384885
2060,444,0.914862,1.829724,0.13000150000000002,0.12954181486486513,0.003535998701052608
2404,699,1.6807455,3.361491,0.22420727999999998,0.195880062054054,0.12634388118863035
3793,4054,15.378849,30.757698,1.58812582,1.5201755001081072,0.04278648393985101
427,4212,1.80063,3.60126,0.21858961999999998,0.21677145864054054,0.008317693033454412
807,939,0.7582425,1.516485,0.09948707999999998,0.12313410421621614,0.23768939862559202
792,4174,3.307895,6.61579,0.3341946400000001,0.34384501248648586,0.028876502886119766
6730,1246,8.386203,16.772406,0.67767436,0.6699335403243265,0.011422624393925022
24738,1069,26.4454565,52.890913,2.7021594999999996,2.7647235842702584,0.02315336465899176
2479,4134,10.250253,20.500506,0.8974164800000004,0.7801036861081099,0.13072279872985001
2112,1208,2.5519,5.1038,0.30796688000000016,0.3114682776216224,0.011369396675454885
24781,1000,24.7815,49.563,2.6063520200000005,2.6179938881621747,0.004466729003925632
630,792,0.499356,0.998712,0.10906425999999998,0.10637619708108104,0.024646597509752014
1822,1266,2.307285,4.61457,0.28559478000000005,0.27538046383783776,0.0357650660217329
2150,1084,2.331142,4.662284,0.28192320000000004,0.28434786648648575,0.008600450358415713
3328,1086,3.614751,7.229502,0.38272712,0.36741252729729673,0.04001439120045437
3515,1098,3.860019,7.720038,0.44329949999999996,0.36051415335135223,0.1867481164509496
537,570,0.306375,0.61275,0.11184213999999999,0.10412523854054047,0.06899815632515191
2329,1000,2.3295,4.659,0.27737994,0.2686296089189202,0.03154637311220058
4674,652,3.047774,6.095548,0.36439259999999996,0.35334188183783816,0.030326406634387747
10535,698,7.353779,14.707558,0.70220528,0.6454995714594595,0.080753748448802
2193,1046,2.294401,4.588802,0.30561440000000006,0.2713768594594595,0.11202855801474197
1784,1000,1.7845,3.569,0.21089692,0.21359530286975623,0.012794795057965942
4016,1053,4.2293745,8.458749,0.36003528,0.421393796216215,0.17042362130793115
469,629,0.2953155,0.590631,0.10506182000000001,0.103365680108108,0.016144208161366493
1362,856,1.1663,2.3326,0.14479994,0.14491650810810788,0.0008050287044863078
1327,903,1.1987325,2.397465,0.16071687999999998,0.1430397134594595,0.10998948299979734
426,4235,1.8062275,3.612455,0.22114544,0.22223091810810847,0.004908435408428351
1031,829,0.8551135,1.710227,0.11796689999999994,0.12965912848648684,0.09911448454173923
2800,1113,3.1169565,6.233913,0.40362983999999996,0.35041744037837796,0.1318346523181289
1419,785,1.1143075,2.228615,0.13435262,0.13953837156756746,0.03859806803594491
4107,4046,16.618945,33.23789,1.86752518,1.7697844400000033,0.05233703997500936
1090,1000,1.0905,2.181,0.12894083999999995,0.1538901709189183,0.19349440347153285
3976,649,2.5807485,5.161497,0.29784804000000004,0.2994876508108106,0.005504856808225238
1791,1000,1.7915,3.583,0.23646854,0.21315538290270306,0.09858883172068872
1112,1241,1.3806125,2.761225,0.16886885999999998,0.1637365445945947,0.030392313925760448
1098,3863,4.2435055,8.487011,0.4126336599999999,0.38774029291891854,0.06032800882284148
679,934,0.634653,1.269306,0.03557336,0.1362347421621621,2.8296844088430815
