feature0,feature1,feature2,feature3,True,Pred,Error
2120,1000,2.1205,4.241,0.25817666,0.25856205709774727,0.0014927650615174286
844,1000,0.8445,1.689,0.0225382,0.12395690864864845,4.4998584025631345
1628,1029,1.6757265,3.351453,0.25137514000000005,0.19450406205405335,0.22623986582741112
2077,1000,2.0775,4.155,0.21606493999999996,0.2537180078738734,0.17426736551461536
3906,1000,3.9065,7.813,0.37090496,0.3621131373765774,0.023703707341693667
1935,1000,1.9355,3.871,0.27342378000000006,0.24462537064864945,0.10532518185269257
2349,1038,2.438781,4.877562,0.23556696000000002,0.2839200192432446,0.20526248351315732
24645,1000,24.6455,49.291,2.4760261200000007,2.58170471029729,0.04268072515216011
9567,4051,38.7579425,77.515885,3.9091159599999994,3.794270880648671,0.029378785517359916
3756,1000,3.7565,7.513,0.37156008,0.39719355878919077,0.06898878584909002
2222,1000,2.2225,4.445,0.2638102,0.26862475929729646,0.018250087742234612
3736,4050,15.132825,30.26565,1.35334268,1.541557171675676,0.1390737870438521
3714,4053,15.0548685,30.109737,1.7000280000000003,1.5186655113513503,0.10668205973586904
2109,1054,2.223413,4.446826,0.2761852799999999,0.2624002565945951,0.049912230678640195
3917,1074,4.207395,8.41479,0.46046887999999997,0.4070893257297295,0.11592434709218671
1694,1025,1.7368625,3.473725,0.21125740000000004,0.2073916845945945,0.018298603530127387
2136,4027,8.6036855,17.207371,0.7730779799999999,0.7584384913513503,0.01893662609385099
4164,1000,4.1645,8.329,0.45149892,0.4132298997297292,0.08475993756589904
3986,4050,16.145325,32.29065,1.633155,1.7627679523783766,0.07936353400526996
651,1008,0.656712,1.313424,0.10939946000000003,0.12443107902702713,0.13740121776677047
3674,1000,3.6745,7.349,0.3903941199999999,0.4003085351351337,0.02539591307147199
4045,1000,4.0455,8.091,0.43732228,0.42984642294350117,0.01709461739863525
3935,1000,3.9355,7.871,0.3834659000000001,0.38788200244504456,0.011516284616296984
3709,1000,3.7095,7.419,0.4108796399999999,0.3815494681621632,0.07138385303744112
4187,1000,4.1875,8.375,0.35738992,0.39490123833423346,0.10495908316114072
24917,1066,26.562055,53.12411,2.7604241400000005,2.721101004810812,0.014245323615083398
3742,4027,15.0710475,30.142095,1.5138231199999999,1.4837169134594625,0.01988753252793319
1944,1000,1.9445,3.889,0.24709197999999993,0.21381658935135134,0.13466803191527546
1081,1057,1.1431455,2.286291,0.14770396000000002,0.14559120351351326,0.014303993518432144
1071,1000,1.0715,2.143,0.17467098000000003,0.15787032281081106,0.09618459339490146
1998,4058,8.109913,16.219826,0.64801776,0.6139678676216199,0.05254469009982084
24937,1000,24.9375,49.875,2.81261518,2.7236499445945945,0.031630788327539835
24694,4084,100.852338,201.704676,9.96245458,9.979610920324303,0.0017220997281880506
9262,4041,37.4297625,74.859525,3.99295504,3.793768080216238,0.04988459869654878
1260,1050,1.323525,2.64705,0.15552719999999995,0.16400499481081168,0.054510045900728214
4045,1022,4.134501,8.269002,0.3892976600000001,0.4110244776486477,0.05581029603067119
3696,1000,3.6965,7.393,0.43514934000000005,0.40716418279729744,0.06431161587583382
686,1000,0.6865,1.373,0.10973026000000001,0.11176618643243245,0.018553919697560584
