feature0,feature1,feature2,True,Pred,Error
7,206,206,0.015758439999999995,0.018914432812681462,0.20027317505295372
7,241,241,0.013237419999999998,0.015611480432463454,0.17934464816130763
56,159,159,0.0044605800000000004,0.005113902651608739,0.14646585233506376
1,173,173,0.02109294,0.021695589330630732,0.028571139472768202
3,267,267,0.01861484,0.019048751612612647,0.02330998346548489
14,93,93,0.016163680000000003,0.014422406755529199,0.1077275251966634
3,170,170,0.024248719999999998,0.02226612378453455,0.08176086059245384
7,185,185,0.021353180000000003,0.016823404430496475,0.21213587716225532
56,159,159,0.0045012,0.005113902651608739,0.13611984617629494
7,831,831,0.00834262,0.005168689837837837,0.3804476485998599
28,26,26,0.011856620000000002,0.013381211458038774,0.12858567264859397
14,48,48,0.020188799999999996,0.016549595327737227,0.18025859249993909
3,115,115,0.020329020000000003,0.025625987632081168,0.26056187814666737
7,222,222,0.02221334,0.021790362619554166,0.019041593044802626
14,75,75,0.01910738,0.01612565967491228,0.15605071574897872
14,173,173,0.015363399999999996,0.009858292814612474,0.35832609874035193
14,56,56,0.0185195,0.01743711538610629,0.05844567152966939
28,513,513,0.004433439999999999,0.004440483722007728,0.001588771249352367
7,427,427,0.013904880000000001,0.01529389382922664,0.09989398176946786
28,695,695,0.004553240000000001,0.00452441924324325,0.006329724933618856
14,205,205,0.006004120000000001,0.011490088590092196,0.9137006905411942
7,312,312,0.025288019999999998,0.014135839344485115,0.44100647877986826
7,221,221,0.012984640000000002,0.017499103962409213,0.3476772526931213
14,228,228,0.004456459999999999,0.0067868395145860225,0.5229216720414913
28,495,495,0.00439134,0.00443574471879022,0.01011188356861927
7,830,830,0.00498722,0.005110156108108108,0.024650227603375853
14,176,176,0.008741080000000003,0.009982073983719562,0.1419726147935447
14,61,61,0.02132750000000001,0.017692527638465405,0.1704359330223703
3,522,522,0.016782139999999997,0.013333750270270284,0.20547973796725055
14,63,63,0.022802520000000007,0.01461615806516579,0.3590112818598214
7,621,621,0.012950680000000003,0.012310747655898784,0.04941303036606718
14,19,19,0.020597460000000005,0.020243091480851995,0.017204476627118586
7,302,302,0.013442759999999998,0.012710223777723201,0.05449299267983634
7,510,510,0.011273919999999995,0.01586717104401542,0.4074227104694221
7,628,628,0.01026434,0.014351665092857175,0.39820632333468825
14,191,191,0.004573299999999999,0.011455183692039551,1.5047960317581515
7,530,530,0.012565819999999997,0.010911230543319144,0.1316738148947584
7,523,523,0.020223260000000007,0.013324273716369385,0.3411411554630964
7,799,799,0.004524779999999999,0.01098788314736167,1.4283795338915202
14,79,79,0.019865719999999993,0.015619430735307464,0.2137495779006515
14,76,76,0.023342739999999997,0.015551933334005476,0.3337571624408498
7,109,109,0.018234759999999996,0.015430834830165104,0.15376814226427396
14,159,159,0.00988172,0.011645988675846966,0.17853862241056884
14,158,158,0.018134040000000004,0.012950389850175895,0.28585191991547987
28,51,51,0.010108039999999999,0.009278298575131644,0.08208727160442127
7,633,633,0.0053825,0.01460099679639641,1.712679386232496
1,184,184,0.026636279999999988,0.021065387783011657,0.2091467808938911
7,965,965,0.012310920000000001,0.010182837927927934,0.17286133547062826
3,121,121,0.018960960000000002,0.016761061444809086,0.11602253025115374
14,104,104,0.0064819399999999985,0.01517551547832117,1.3411996220762878
