model_path,HW,CIN,COUT,KERNEL_SIZE,POOL_STRIDES,latency
maxpool_prior_IFKK0M.pt,112,193,193,2,2,0.00504672
maxpool_prior_7HRWNC.pt,112,143,143,2,2,0.005045900000000001
maxpool_prior_Z0I6IE.pt,28,83,83,3,2,0.005044359999999998
maxpool_prior_H1F5N2.pt,14,64,64,2,2,0.0050834600000000014
maxpool_prior_ZAGB4H.pt,56,99,99,2,2,0.005113759999999999
maxpool_prior_QMGRLB.pt,112,838,838,3,2,0.00514744
maxpool_prior_HVCA85.pt,224,495,495,2,2,0.005189379999999999
maxpool_prior_LJ3HAU.pt,28,495,495,2,2,0.005073240000000001
maxpool_prior_JUW15D.pt,56,130,130,2,2,0.005189339999999998
maxpool_prior_JQ7B70.pt,14,59,59,2,1,0.00518008
maxpool_prior_I982M8.pt,56,75,75,2,2,0.005162399999999998
maxpool_prior_7P44BB.pt,112,57,57,2,2,0.0051045399999999986
maxpool_prior_XSYD45.pt,56,36,36,3,2,0.00512026
maxpool_prior_0VOHH3.pt,28,251,251,2,2,0.00517364
maxpool_prior_5QSMDS.pt,112,232,232,2,2,0.005138760000000001
maxpool_prior_CF2IHJ.pt,112,507,507,2,2,0.0051788200000000015
maxpool_prior_L7UXML.pt,14,78,78,3,2,0.005152119999999999
maxpool_prior_JEBQBN.pt,112,134,134,2,2,0.005027639999999999
maxpool_prior_AW2L9D.pt,112,150,150,3,2,0.005173840000000001
maxpool_prior_NWQWHQ.pt,28,63,63,2,2,0.0050623
maxpool_prior_E1J06Q.pt,28,513,513,3,2,0.005113680000000001
maxpool_prior_F62U8E.pt,224,38,38,2,2,0.005144640000000001
maxpool_prior_REO3W1.pt,14,472,472,2,2,0.005103300000000001
maxpool_prior_TJFGQM.pt,14,242,242,2,1,0.00510562
maxpool_prior_SYP41R.pt,28,485,485,2,1,0.005138520000000001
maxpool_prior_EJ2K57.pt,112,38,38,3,1,0.005181580000000002
maxpool_prior_R05HZJ.pt,112,73,73,3,2,0.00509702
maxpool_prior_WK4A4P.pt,14,840,840,3,2,0.00509794
maxpool_prior_TALZGL.pt,14,490,490,2,2,0.0051312599999999995
maxpool_prior_WTGU1T.pt,14,47,47,3,2,0.005119240000000001
maxpool_prior_541135.pt,14,509,509,2,1,0.005096280000000001
maxpool_prior_4RL9L1.pt,56,130,130,3,2,0.0051157799999999995
maxpool_prior_MNGAEJ.pt,14,50,50,3,2,0.0051030599999999995
maxpool_prior_CAZNV6.pt,28,53,53,2,2,0.005118300000000001
maxpool_prior_4MJLOQ.pt,56,58,58,2,2,0.005061479999999999
maxpool_prior_NLUOV5.pt,112,60,60,3,2,0.005208019999999999
maxpool_prior_R4UXKJ.pt,28,61,61,3,2,0.005099179999999998
maxpool_prior_6RPH92.pt,112,56,56,2,2,0.0050916799999999995
maxpool_prior_U1XL9C.pt,28,235,235,3,2,0.005098600000000001
maxpool_prior_KPNOQO.pt,14,147,147,2,2,0.005121220000000002
maxpool_prior_WVWWV4.pt,28,252,252,3,1,0.005130140000000001
maxpool_prior_DHQ4F8.pt,14,62,62,2,1,0.005118560000000001
maxpool_prior_EK99EX.pt,14,137,137,2,2,0.005060820000000001
maxpool_prior_U2Y2KF.pt,56,203,203,3,2,0.0051013
maxpool_prior_F58DZL.pt,28,71,71,3,2,0.005094380000000001
maxpool_prior_G5RL6K.pt,112,232,232,2,2,0.00510062
maxpool_prior_AR9B4T.pt,14,56,56,3,2,0.00507064
maxpool_prior_XS9ZI1.pt,56,492,492,3,2,0.0051470599999999984
maxpool_prior_SJE6YH.pt,14,129,129,2,2,0.00508702
maxpool_prior_ZGRX39.pt,112,497,497,2,1,0.0051404
maxpool_prior_PXKD7V.pt,28,499,499,3,2,0.00510466
maxpool_prior_NZUDOS.pt,14,848,848,3,2,0.00514426
maxpool_prior_XG2535.pt,56,66,66,3,2,0.0051017599999999995
maxpool_prior_RGVYK8.pt,14,491,491,2,2,0.00508936
maxpool_prior_NBAXDZ.pt,14,512,512,3,1,0.005104820000000001
maxpool_prior_9VO2Y5.pt,112,497,497,2,2,0.005059319999999999
maxpool_prior_3GIIRD.pt,112,488,488,3,2,0.0050426
maxpool_prior_564TPD.pt,28,501,501,3,2,0.005047439999999999
maxpool_prior_QRFW0R.pt,14,143,143,2,2,0.005110959999999998
maxpool_prior_STE4CB.pt,14,497,497,2,2,0.005063
maxpool_prior_JOFBMY.pt,56,56,56,2,1,0.005125540000000001
maxpool_prior_BSOAEV.pt,28,474,474,3,2,0.005096980000000001
maxpool_prior_6H2BMK.pt,224,237,237,3,1,0.00517108
maxpool_prior_FF1QI8.pt,28,249,249,3,2,0.005099619999999999
maxpool_prior_VHSKDH.pt,56,507,507,3,2,0.00508124
maxpool_prior_CQ5EJ1.pt,14,512,512,2,1,0.00516034
maxpool_prior_84GHWP.pt,224,497,497,3,1,0.005201680000000002
maxpool_prior_URTALU.pt,28,184,184,2,1,0.005193820000000001
maxpool_prior_403HYD.pt,56,144,144,3,1,0.005131819999999999
maxpool_prior_UMHKMO.pt,28,63,63,3,2,0.005075260000000001
maxpool_prior_6B2LXK.pt,28,202,202,3,2,0.005099219999999999
maxpool_prior_IT5USB.pt,14,848,848,2,2,0.005113780000000001
maxpool_prior_LGMWDE.pt,14,143,143,3,1,0.005047140000000001
maxpool_prior_9QA20R.pt,28,506,506,3,2,0.0050956000000000005
maxpool_prior_8H2YYV.pt,14,252,252,2,2,0.0050958999999999996
maxpool_prior_PM9OBB.pt,112,827,827,2,2,0.0050795999999999975
maxpool_prior_BNW8RX.pt,28,244,244,3,2,0.0050929
maxpool_prior_96PC0G.pt,28,69,69,3,2,0.00523026
maxpool_prior_TPSSNQ.pt,14,31,31,3,2,0.005054900000000001
maxpool_prior_X34C1T.pt,112,242,242,3,2,0.005160920000000001
maxpool_prior_GNWFKN.pt,112,500,500,3,1,0.00514492
maxpool_prior_YGFWWJ.pt,14,236,236,3,2,0.00510562
maxpool_prior_IPJEJD.pt,112,89,89,3,2,0.005097220000000001
maxpool_prior_SIEBU9.pt,112,60,60,2,2,0.005115140000000001
maxpool_prior_FU9TMH.pt,112,506,506,2,1,0.005048539999999999
maxpool_prior_XU4HR1.pt,56,241,241,3,2,0.0050842
maxpool_prior_6J2IIV.pt,112,506,506,2,2,0.00509928
maxpool_prior_LUUCTX.pt,28,236,236,3,2,0.005085380000000001
maxpool_prior_LB1CBJ.pt,56,58,58,2,2,0.0050764
maxpool_prior_53GM1B.pt,112,495,495,2,2,0.00504
maxpool_prior_872X35.pt,28,63,63,3,2,0.005196739999999998
maxpool_prior_T43YA3.pt,224,68,68,2,2,0.005153
maxpool_prior_84L0K7.pt,14,204,204,2,1,0.00508062
maxpool_prior_KGFSBT.pt,28,140,140,3,2,0.005069399999999998
maxpool_prior_M41QBB.pt,112,183,183,2,1,0.0051953599999999996
maxpool_prior_P4MOW1.pt,112,467,467,3,2,0.005056179999999999
maxpool_prior_B35JOS.pt,112,187,187,3,2,0.00517154
maxpool_prior_IAA5G1.pt,112,74,74,3,2,0.0050881
maxpool_prior_810QQG.pt,28,65,65,2,2,0.00514272
maxpool_prior_2NWBK3.pt,14,73,73,2,2,0.005110100000000001
maxpool_prior_WDN832.pt,28,243,243,3,2,0.005085019999999999
maxpool_prior_ZWRPE4.pt,14,497,497,2,1,0.005161520000000003
maxpool_prior_6YG1VY.pt,28,128,128,2,2,0.0051166
maxpool_prior_47Q1N7.pt,14,499,499,3,2,0.005115000000000001
maxpool_prior_6WYMAJ.pt,14,150,150,2,1,0.0050757200000000014
maxpool_prior_RQU2GT.pt,112,493,493,2,2,0.005053800000000001
maxpool_prior_DR0W95.pt,56,493,493,3,1,0.0051722
maxpool_prior_CWP7B9.pt,56,375,375,2,2,0.005147779999999999
maxpool_prior_9UDGYT.pt,112,185,185,3,2,0.0051125599999999995
maxpool_prior_P61Z4H.pt,14,71,71,2,2,0.005129399999999999
maxpool_prior_QPEDA9.pt,112,488,488,2,2,0.005120059999999998
maxpool_prior_YSAME0.pt,28,512,512,3,2,0.005094639999999998
maxpool_prior_OI8KNR.pt,224,71,71,3,2,0.005174180000000001
maxpool_prior_3A9ZD6.pt,112,138,138,3,2,0.005038260000000001
maxpool_prior_QN30N1.pt,224,59,59,3,1,0.00523856
maxpool_prior_EYSU4M.pt,56,67,67,2,2,0.0051388200000000005
maxpool_prior_XXA1EE.pt,56,478,478,2,1,0.005131600000000001
maxpool_prior_PL53FK.pt,14,250,250,3,2,0.005106399999999999
maxpool_prior_8VCOSJ.pt,14,247,247,3,2,0.005163120000000001
maxpool_prior_Q82796.pt,14,494,494,3,1,0.0051953400000000005
maxpool_prior_XF28UQ.pt,14,66,66,2,2,0.0050906
maxpool_prior_7VF3Z7.pt,56,1054,1054,3,2,0.005303340000000001
maxpool_prior_WA1TQB.pt,112,511,511,2,2,0.005224919999999999
maxpool_prior_BG5B4B.pt,14,832,832,2,2,0.005164120000000001
maxpool_prior_LW7ETI.pt,14,495,495,3,1,0.005085459999999999
maxpool_prior_17I518.pt,224,71,71,2,2,0.005130639999999999
maxpool_prior_N1NTNJ.pt,112,465,465,3,2,0.005091640000000001
maxpool_prior_H2G40W.pt,112,510,510,2,2,0.00511986
maxpool_prior_MWKOB8.pt,28,90,90,3,2,0.0051078
maxpool_prior_N4R35S.pt,28,72,72,3,1,0.005077900000000001
maxpool_prior_UHSKCD.pt,112,507,507,3,2,0.005170320000000002
maxpool_prior_V4BSUW.pt,28,64,64,2,2,0.00510722
maxpool_prior_IL3ARV.pt,112,511,511,2,1,0.005127360000000001
maxpool_prior_020IXU.pt,14,489,489,3,1,0.005125940000000001
maxpool_prior_N5137U.pt,112,188,188,3,2,0.00508388
maxpool_prior_GTNNZJ.pt,56,56,56,2,2,0.00508868
maxpool_prior_N889D1.pt,28,498,498,3,2,0.005086779999999998
maxpool_prior_QI2HTO.pt,28,507,507,2,2,0.005079659999999998
maxpool_prior_RKL7ZV.pt,224,62,62,3,2,0.005130440000000001
maxpool_prior_3TZLLP.pt,56,56,56,3,1,0.0051066800000000015
maxpool_prior_3J2Q47.pt,14,846,846,3,1,0.005127940000000002
maxpool_prior_YWWEK1.pt,224,51,51,2,2,0.005172599999999999
maxpool_prior_YIFW74.pt,224,512,512,3,1,0.00511784
maxpool_prior_NCW4XP.pt,14,47,47,2,2,0.0050925200000000006
maxpool_prior_ZJ86LR.pt,28,33,33,2,2,0.005103319999999999
maxpool_prior_SEQ0AT.pt,56,503,503,3,2,0.005181100000000001
maxpool_prior_ANSQKZ.pt,112,56,56,2,2,0.00511486
maxpool_prior_8R27KH.pt,112,495,495,2,2,0.0050135399999999995
maxpool_prior_4FPQQ2.pt,14,503,503,3,2,0.00519068
maxpool_prior_1LQHLT.pt,112,192,192,2,2,0.00514066
maxpool_prior_9X70CL.pt,112,1038,1038,2,1,0.005185959999999998
maxpool_prior_ASJJDA.pt,28,196,196,3,1,0.00526958
maxpool_prior_SR3IWP.pt,28,510,510,3,2,0.005143020000000001
maxpool_prior_1JIE0N.pt,14,523,523,2,2,0.005071099999999999
maxpool_prior_3RQ35E.pt,112,502,502,2,2,0.005189279999999998
maxpool_prior_CUKRKU.pt,224,237,237,3,2,0.005136059999999999
maxpool_prior_92RXCK.pt,14,233,233,3,2,0.005115120000000001
maxpool_prior_NVZHTJ.pt,56,470,470,2,2,0.0051001399999999995
maxpool_prior_Z6O0HH.pt,14,513,513,2,2,0.005098299999999999
maxpool_prior_FBC4MB.pt,14,65,65,2,2,0.0051207000000000015
maxpool_prior_KYN0QH.pt,112,60,60,2,1,0.005118799999999999
maxpool_prior_LE70JW.pt,14,249,249,3,2,0.0051097799999999995
maxpool_prior_4OV9MF.pt,112,504,504,3,2,0.005158719999999999
maxpool_prior_JPUIGX.pt,112,101,101,3,2,0.005133360000000001
maxpool_prior_CT93O7.pt,56,510,510,3,2,0.0051985799999999995
maxpool_prior_JNG2HZ.pt,112,511,511,2,2,0.005321220000000001
maxpool_prior_O7B6ZQ.pt,14,53,53,2,2,0.0050912200000000005
maxpool_prior_A87FWN.pt,28,495,495,3,1,0.005174379999999999
maxpool_prior_AXNMPP.pt,56,506,506,3,2,0.00512548
maxpool_prior_44MYZL.pt,56,62,62,3,2,0.005079579999999999
maxpool_prior_JJMAIE.pt,14,505,505,3,2,0.005104880000000001
maxpool_prior_L57MLU.pt,28,92,92,3,1,0.005135459999999998
maxpool_prior_DH6R8L.pt,28,489,489,3,1,0.005136699999999999
maxpool_prior_PZ1BQI.pt,14,61,61,2,2,0.005088479999999999
maxpool_prior_SQU0JQ.pt,112,53,53,2,2,0.005705339999999999
maxpool_prior_S45XOL.pt,14,151,151,3,1,0.005193219999999999
maxpool_prior_7SCZZY.pt,28,128,128,3,2,0.005165919999999999
maxpool_prior_KNPFHW.pt,56,69,69,3,1,0.005166619999999999
maxpool_prior_0SYR5W.pt,14,71,71,2,2,0.0051147
maxpool_prior_TDWYRD.pt,14,48,48,2,2,0.0051187
maxpool_prior_0O1BFJ.pt,14,836,836,2,2,0.005092300000000001
maxpool_prior_D56IBB.pt,14,52,52,2,2,0.0051013199999999995
maxpool_prior_X6XTIT.pt,28,471,471,3,1,0.005238079999999999
maxpool_prior_BQ8LQY.pt,14,26,26,2,1,0.005125540000000001
maxpool_prior_8Q7RYE.pt,14,501,501,2,1,0.00512044
maxpool_prior_739BAW.pt,28,493,493,2,1,0.005170659999999999
maxpool_prior_UL31SR.pt,28,143,143,3,2,0.0050696
maxpool_prior_56HMZF.pt,28,190,190,3,2,0.0051232399999999985
maxpool_prior_O3PGZ3.pt,28,848,848,3,2,0.00513614
maxpool_prior_AEPF6S.pt,28,248,248,2,2,0.005075340000000001
maxpool_prior_UTSZQT.pt,14,828,828,2,2,0.00508032
maxpool_prior_5G1VAA.pt,224,479,479,2,1,0.005178199999999999
maxpool_prior_967JBG.pt,112,128,128,3,2,0.005277820000000001
maxpool_prior_IERZ04.pt,56,1034,1034,2,2,0.00520206
maxpool_prior_YIRAWB.pt,14,255,255,3,2,0.005071760000000001
maxpool_prior_XJU635.pt,112,481,481,3,2,0.005068939999999999
maxpool_prior_V1VV4W.pt,28,255,255,3,1,0.005962919999999999
maxpool_prior_XVXB3C.pt,28,68,68,3,2,0.00506606
maxpool_prior_NF105A.pt,14,491,491,2,1,0.0051148800000000005
maxpool_prior_HRS44R.pt,56,72,72,3,2,0.00510124
maxpool_prior_IDMUS0.pt,112,181,181,3,2,0.00516172
maxpool_prior_P0032Y.pt,112,142,142,3,2,0.005036660000000001
maxpool_prior_UL04LZ.pt,112,234,234,2,1,0.005208800000000001
maxpool_prior_NWMFYK.pt,28,511,511,3,2,0.0050753199999999995
maxpool_prior_EWSBM9.pt,56,69,69,3,2,0.005107639999999999
maxpool_prior_CN48RQ.pt,56,53,53,3,2,0.0050917
maxpool_prior_VHUHDU.pt,28,234,234,3,2,0.005115500000000002
maxpool_prior_HM90QR.pt,112,136,136,2,2,0.00504724
maxpool_prior_FUB8V0.pt,28,69,69,3,2,0.00509492
maxpool_prior_DCCESR.pt,112,142,142,3,2,0.0049956
maxpool_prior_QIMS1W.pt,14,498,498,2,1,0.00505366
maxpool_prior_LU8MFA.pt,14,57,57,3,1,0.00516008
maxpool_prior_N9T8VZ.pt,112,145,145,2,2,0.00511756
maxpool_prior_YDBMFR.pt,14,191,191,2,2,0.0051328
maxpool_prior_I2BN4K.pt,14,499,499,2,2,0.03294464
maxpool_prior_4AODT2.pt,112,236,236,3,2,0.005126820000000001
maxpool_prior_XYNPAM.pt,112,839,839,2,2,0.005226660000000002
maxpool_prior_UY9MZD.pt,14,99,99,3,1,0.005104760000000001
maxpool_prior_DBU9LT.pt,224,506,506,3,2,0.0051393800000000016
maxpool_prior_XMTW97.pt,14,61,61,2,2,0.005092139999999999
maxpool_prior_13HGUL.pt,112,495,495,3,2,0.005055319999999999
maxpool_prior_DF4PQY.pt,14,149,149,3,1,0.005085100000000001
maxpool_prior_FWS3B5.pt,56,73,73,2,2,0.0051293
maxpool_prior_RLV2FM.pt,112,66,66,3,2,0.0051674799999999995
maxpool_prior_L03ZYT.pt,14,135,135,2,2,0.0051995800000000005
maxpool_prior_XNOLLM.pt,224,56,56,3,2,0.005096939999999999
maxpool_prior_H9QGXS.pt,112,49,49,2,1,0.005181580000000003
maxpool_prior_A6KYLI.pt,112,144,144,3,2,0.00509986
maxpool_prior_913ABO.pt,112,520,520,3,2,0.005061880000000001
maxpool_prior_80BPBB.pt,56,492,492,2,2,0.005195820000000001
maxpool_prior_RQXAI4.pt,28,67,67,3,2,0.005086599999999999
maxpool_prior_3H12H2.pt,56,1052,1052,3,2,0.005264440000000001
maxpool_prior_LTMXSN.pt,14,68,68,3,2,0.005114279999999999
maxpool_prior_WECYWV.pt,14,836,836,2,2,0.005082659999999999
maxpool_prior_G0B9GL.pt,224,234,234,2,2,0.005050140000000001
maxpool_prior_2UNY9M.pt,56,252,252,2,2,0.005086400000000001
maxpool_prior_AGFTOG.pt,112,54,54,2,2,0.00510428
maxpool_prior_8B9K8B.pt,112,499,499,3,2,0.005245260000000001
maxpool_prior_8VDDFM.pt,14,186,186,2,2,0.00513488
maxpool_prior_BRP2X5.pt,28,1031,1031,2,1,0.0051635000000000006
maxpool_prior_H0I68P.pt,14,202,202,2,2,0.00515802
maxpool_prior_5RPBDP.pt,112,132,132,3,1,0.005202659999999999
maxpool_prior_A86YGI.pt,224,40,40,3,2,0.00516208
maxpool_prior_48WV63.pt,224,511,511,3,2,0.005178619999999999
maxpool_prior_GYZQJ1.pt,28,43,43,2,2,0.005120079999999999
maxpool_prior_Z6MTS7.pt,56,506,506,3,1,0.005161299999999999
maxpool_prior_3SDQJ8.pt,28,66,66,3,2,0.005107100000000001
maxpool_prior_PN9X89.pt,14,64,64,3,2,0.005130500000000001
maxpool_prior_0AJD92.pt,14,145,145,2,2,0.0051032199999999995
maxpool_prior_QE8AEA.pt,112,67,67,2,1,0.0051046400000000006
maxpool_prior_ANDOKI.pt,28,63,63,2,2,0.005123839999999999
maxpool_prior_U2JWU9.pt,112,59,59,2,2,0.005118039999999999
maxpool_prior_QIIK9A.pt,28,239,239,2,1,0.005173560000000001
maxpool_prior_JPYCRI.pt,112,32,32,2,2,0.005210259999999999
maxpool_prior_CTSR4K.pt,14,150,150,3,2,0.00507302
maxpool_prior_XV6YWZ.pt,14,499,499,2,2,0.00516872
maxpool_prior_QWJTW4.pt,14,141,141,2,2,0.00512724
maxpool_prior_IULPG5.pt,112,54,54,3,2,0.005644360000000002
maxpool_prior_UUH10S.pt,28,51,51,2,1,0.0051332999999999995
maxpool_prior_FZQ56M.pt,224,497,497,3,2,0.0051463199999999985
maxpool_prior_JZZA5I.pt,56,235,235,3,2,0.005100840000000001
maxpool_prior_I5V3R6.pt,28,242,242,2,2,0.0050688400000000015
maxpool_prior_B3IHNP.pt,112,510,510,3,2,0.0051649600000000006
maxpool_prior_Q4D0GB.pt,112,492,492,3,2,0.00509312
maxpool_prior_HI7GTE.pt,224,232,232,3,1,0.005302439999999999
maxpool_prior_IOVVPQ.pt,14,254,254,2,2,0.005131459999999999
maxpool_prior_1UJVNW.pt,14,62,62,3,2,0.00509176
maxpool_prior_JNIYON.pt,28,68,68,2,2,0.005099779999999999
maxpool_prior_48DVJN.pt,56,59,59,2,2,0.005080039999999999
maxpool_prior_6LJTR3.pt,224,241,241,3,2,0.005082760000000002
maxpool_prior_D01SYS.pt,14,499,499,2,2,0.00528266
maxpool_prior_7KG6TC.pt,28,509,509,2,2,0.0051005999999999985
maxpool_prior_X23ZQ0.pt,28,136,136,2,2,0.00510612
maxpool_prior_A2918R.pt,14,63,63,3,2,0.0050744
maxpool_prior_Y4Y8O1.pt,14,504,504,3,2,0.0052028199999999995
maxpool_prior_5WRXYP.pt,14,75,75,3,1,0.005120059999999998
maxpool_prior_F5A2M0.pt,14,495,495,3,2,0.00510574
maxpool_prior_HZZEET.pt,14,487,487,2,2,0.005122560000000001
maxpool_prior_Z5EU19.pt,56,491,491,2,1,0.00510022
maxpool_prior_EP56PV.pt,14,50,50,2,2,0.005101560000000001
maxpool_prior_D2UVKI.pt,28,24,24,3,2,0.005128400000000001
maxpool_prior_5JWD88.pt,14,253,253,3,2,0.005063399999999999
maxpool_prior_YLBPQ6.pt,14,525,525,3,2,0.006059659999999999
maxpool_prior_WQZWQ3.pt,14,498,498,2,2,0.0050906400000000004
maxpool_prior_Z5FR3D.pt,28,238,238,3,2,0.00507852
