model_path,HW,CIN,CIN,latency
add_finegrained1_KNM2IA.pt,1,238,238,0.028219900000000006
add_finegrained1_5XG9L1.pt,1,243,243,0.02050628
add_finegrained1_7BKT8D.pt,1,293,293,0.025414259999999987
add_finegrained1_QSIM86.pt,1,197,197,0.00468184
add_finegrained1_OWOVNL.pt,1,421,421,0.028293320000000004
add_finegrained1_8BHPWU.pt,1,385,385,0.024546559999999995
add_finegrained1_JH4KJ5.pt,1,354,354,0.022843939999999997
add_finegrained1_4NDLHJ.pt,1,405,405,0.027400859999999992
add_finegrained1_RNKK5H.pt,1,213,213,0.0251372
add_finegrained1_KI5BZY.pt,1,340,340,0.022914840000000002
add_finegrained1_QEZYQV.pt,1,269,269,0.019993880000000006
add_finegrained1_BM1QL5.pt,1,231,231,0.026083180000000004
add_finegrained1_5DF6HC.pt,1,233,233,0.022549319999999994
add_finegrained1_D0P0V3.pt,1,358,358,0.021330159999999997
add_finegrained1_DJJ4Q8.pt,1,402,402,0.020634639999999996
add_finegrained1_3DFQ6Q.pt,1,324,324,0.0176439
add_finegrained1_NOFXAQ.pt,1,273,273,0.019836539999999993
add_finegrained1_A6QRQ9.pt,14,80,80,0.012649599999999993
add_finegrained1_IN5613.pt,14,76,76,0.016670099999999997
add_finegrained1_U6HYML.pt,14,113,113,0.010670980000000002
add_finegrained1_Y3H6BU.pt,14,103,103,0.014255220000000006
add_finegrained1_AY5IJ2.pt,14,125,125,0.013215199999999993
add_finegrained1_62OEDT.pt,14,131,131,0.0055241000000000005
add_finegrained1_Z7FQGB.pt,14,75,75,0.014634339999999997
add_finegrained1_48XPOD.pt,14,153,153,0.008774059999999998
add_finegrained1_27YKN0.pt,14,110,110,0.012918360000000009
add_finegrained1_PMIGNX.pt,14,124,124,0.007984439999999999
add_finegrained1_F0JTFF.pt,14,122,122,0.023710179999999997
add_finegrained1_WABV1J.pt,14,94,94,0.014588600000000007
add_finegrained1_9HR3FQ.pt,14,126,126,0.020570039999999998
add_finegrained1_5JZRUZ.pt,14,72,72,0.015916760000000002
add_finegrained1_SZBSLU.pt,14,129,129,0.01650364
add_finegrained1_QBLV04.pt,14,134,134,0.0160799
add_finegrained1_PKCNUQ.pt,14,70,70,0.01322462000000001
add_finegrained1_A9WTMS.pt,14,81,81,0.017821100000000003
add_finegrained1_WBTJZX.pt,14,109,109,0.014032719999999999
add_finegrained1_EEXN76.pt,14,127,127,0.01548732
add_finegrained1_V8IICV.pt,14,107,107,0.016889200000000004
add_finegrained1_CJASF7.pt,14,62,62,0.01787498
add_finegrained1_KYWVLL.pt,14,120,120,0.01879862
add_finegrained1_LG1KVA.pt,14,78,78,0.016802699999999997
add_finegrained1_27H3HM.pt,14,81,81,0.02084878
add_finegrained1_4031K5.pt,14,133,133,0.012089879999999999
add_finegrained1_743NI3.pt,14,132,132,0.00960008
add_finegrained1_0AWXJM.pt,14,113,113,0.014371259999999995
add_finegrained1_2DD4PM.pt,14,86,86,0.020467999999999997
add_finegrained1_PRP0RH.pt,14,94,94,0.011295060000000006
add_finegrained1_SHWAWA.pt,14,93,93,0.020387819999999997
add_finegrained1_BONZDG.pt,14,105,105,0.019457499999999996
add_finegrained1_LVSTYP.pt,14,75,75,0.01910738
add_finegrained1_5AXX61.pt,14,112,112,0.014993660000000002
add_finegrained1_FW07GR.pt,14,63,63,0.010516799999999995
add_finegrained1_FYV0NL.pt,14,114,114,0.021114660000000004
add_finegrained1_JAIWHB.pt,14,71,71,0.00440782
add_finegrained1_HZEAU3.pt,14,129,129,0.022839180000000004
add_finegrained1_DZ15YV.pt,14,72,72,0.018473820000000002
add_finegrained1_S1S84X.pt,14,88,88,0.02061372
add_finegrained1_N7T5NZ.pt,14,169,169,0.014206879999999995
add_finegrained1_GV9579.pt,14,284,284,0.010526180000000001
add_finegrained1_24D991.pt,14,232,232,0.00440332
add_finegrained1_HHVJZJ.pt,14,213,213,0.010821760000000003
add_finegrained1_0T7VPQ.pt,14,208,208,0.00591444
add_finegrained1_99OT28.pt,14,214,214,0.00449802
add_finegrained1_VIXYUG.pt,14,271,271,0.010487600000000001
add_finegrained1_BF7EEG.pt,14,136,136,0.0044773600000000005
add_finegrained1_V84PUB.pt,14,161,161,0.010779460000000003
add_finegrained1_FJL16C.pt,14,217,217,0.00758004
add_finegrained1_IKSEFQ.pt,14,147,147,0.011345660000000002
add_finegrained1_U7HAZN.pt,14,233,233,0.010457100000000002
add_finegrained1_E1JPWS.pt,14,241,241,0.006086299999999998
add_finegrained1_CXJNJN.pt,14,268,268,0.0044712000000000016
add_finegrained1_MXFD01.pt,14,246,246,0.0044412600000000016
add_finegrained1_FXYH0F.pt,14,220,220,0.016438140000000004
add_finegrained1_K5SH85.pt,14,178,178,0.010818600000000003
add_finegrained1_194BUB.pt,14,215,215,0.006405359999999998
add_finegrained1_PNMURQ.pt,14,231,231,0.008572840000000002
add_finegrained1_7OY9TN.pt,14,188,188,0.008755900000000002
add_finegrained1_GX0IKM.pt,14,128,128,0.018786819999999996
add_finegrained1_7JLS00.pt,14,132,132,0.012275800000000005
add_finegrained1_Q1V1WM.pt,14,196,196,0.012093979999999997
add_finegrained1_BG60XI.pt,14,191,191,0.004573299999999999
add_finegrained1_YCC0UG.pt,14,152,152,0.01196529999999999
add_finegrained1_3RY17M.pt,14,175,175,0.01764545999999999
add_finegrained1_E2N3RO.pt,14,107,107,0.018002179999999993
add_finegrained1_RET9JJ.pt,14,146,146,0.015079500000000001
add_finegrained1_4SXQRV.pt,14,101,101,0.014938119999999997
add_finegrained1_C3Q867.pt,14,203,203,0.009701259999999998
add_finegrained1_4O4538.pt,14,120,120,0.012769480000000001
add_finegrained1_2AJMIW.pt,14,100,100,0.017355139999999998
add_finegrained1_DMH012.pt,14,150,150,0.008393800000000002
add_finegrained1_Z8RR4I.pt,14,117,117,0.011605180000000003
add_finegrained1_VYO2YB.pt,14,138,138,0.008076540000000002
add_finegrained1_9381ND.pt,14,124,124,0.015914720000000004
add_finegrained1_SVB7U3.pt,14,182,182,0.01274721999999999
add_finegrained1_3HM5BX.pt,14,142,142,0.014804900000000005
add_finegrained1_C5UKWO.pt,14,167,167,0.01624482
add_finegrained1_8YURSP.pt,14,178,178,0.013958339999999998
add_finegrained1_8GSMFW.pt,14,38,38,0.015558679999999993
add_finegrained1_0U1FKH.pt,14,39,39,0.024417979999999995
add_finegrained1_IQ8UOQ.pt,14,31,31,0.028328120000000002
add_finegrained1_YWW2WR.pt,14,36,36,0.024338420000000003
add_finegrained1_TUU9YL.pt,14,42,42,0.012408219999999994
add_finegrained1_P123Q7.pt,14,37,37,0.028638200000000006
add_finegrained1_Z80ZUC.pt,14,29,29,0.00446196
add_finegrained1_KGUXPO.pt,14,28,28,0.02919626
add_finegrained1_MSVOSP.pt,14,18,18,0.0229633
add_finegrained1_178AJC.pt,14,27,27,0.021800019999999996
add_finegrained1_XSXLCM.pt,14,24,24,0.021827979999999997
add_finegrained1_SHR53B.pt,14,41,41,0.02319269999999999
add_finegrained1_GPGSFD.pt,14,20,20,0.02293962
add_finegrained1_A2MHGR.pt,14,33,33,0.014082600000000008
add_finegrained1_U8OMJW.pt,14,30,30,0.02252672
add_finegrained1_E7OTJR.pt,14,19,19,0.022853419999999992
add_finegrained1_UQ1B4Y.pt,14,21,21,0.024327520000000002
add_finegrained1_IAEI7R.pt,14,32,32,0.02457306
add_finegrained1_JNEQAP.pt,14,23,23,0.021028040000000008
add_finegrained1_LNO9S1.pt,14,35,35,0.01326354
add_finegrained1_6SK0JT.pt,14,26,26,0.01783242
add_finegrained1_ABWEWS.pt,14,36,36,0.021708519999999995
add_finegrained1_C266HF.pt,14,35,35,0.02261296
add_finegrained1_3459Q1.pt,14,31,31,0.011194559999999997
add_finegrained1_E6426J.pt,14,32,32,0.027466199999999993
add_finegrained1_RGGCIT.pt,14,19,19,0.02274880000000001
add_finegrained1_A0HSEE.pt,14,17,17,0.02159836000000001
add_finegrained1_IEE0A2.pt,14,27,27,0.027549579999999997
add_finegrained1_U77O57.pt,14,37,37,0.02470778
add_finegrained1_XNE1SZ.pt,14,39,39,0.020851660000000004
add_finegrained1_Z0VF35.pt,14,20,20,0.028748460000000007
add_finegrained1_2Q664Q.pt,14,22,22,0.026585999999999995
add_finegrained1_5BJD7I.pt,14,30,30,0.025102560000000006
add_finegrained1_XW8NBW.pt,14,18,18,0.02823980000000001
add_finegrained1_VUBZC8.pt,14,29,29,0.024784219999999996
add_finegrained1_6R018Q.pt,14,33,33,0.0227641
add_finegrained1_JQJUJL.pt,14,23,23,0.01937590000000001
add_finegrained1_2N5FBR.pt,14,38,38,0.020565039999999993
add_finegrained1_J21XTB.pt,14,25,25,0.02813704
add_finegrained1_CHSDFI.pt,14,34,34,0.0213401
add_finegrained1_FKZ01G.pt,7,447,447,0.010640980000000001
add_finegrained1_A3RRRU.pt,7,337,337,0.014568919999999996
add_finegrained1_2V1RRV.pt,7,324,324,0.011249519999999995
add_finegrained1_FPD9JZ.pt,7,460,460,0.013626920000000002
add_finegrained1_WQH0RW.pt,7,294,294,0.017005420000000007
add_finegrained1_7TXPS8.pt,7,576,576,0.015623340000000001
add_finegrained1_FO2Y2Y.pt,7,304,304,0.012997659999999996
add_finegrained1_M4K8FI.pt,7,653,653,0.028047980000000004
add_finegrained1_P9UIRC.pt,7,441,441,0.010257079999999998
add_finegrained1_GF3TT8.pt,7,664,664,0.014899720000000005
add_finegrained1_YTL33P.pt,7,511,511,0.012120599999999999
add_finegrained1_1KQ79I.pt,7,377,377,0.017071879999999998
add_finegrained1_ZPOXDG.pt,7,450,450,0.013532160000000001
add_finegrained1_JBQ36S.pt,7,453,453,0.010439860000000002
add_finegrained1_0GWFUU.pt,7,331,331,0.014955420000000004
add_finegrained1_H90XNF.pt,7,363,363,0.011374620000000004
add_finegrained1_PQKTA9.pt,7,300,300,0.0044559
add_finegrained1_ZV96QO.pt,7,330,330,0.023703380000000003
add_finegrained1_DQTH63.pt,7,592,592,0.01212178
add_finegrained1_LOCB78.pt,7,406,406,0.017402920000000002
add_finegrained1_0AKR98.pt,1,519,519,0.020792480000000002
add_finegrained1_CICR73.pt,1,866,866,0.019463060000000004
add_finegrained1_NMIIR2.pt,1,1048,1048,0.013232860000000006
add_finegrained1_STQIGF.pt,1,513,513,0.019612440000000002
add_finegrained1_81EFQF.pt,1,821,821,0.02071344
add_finegrained1_NO7836.pt,1,570,570,0.021332020000000004
add_finegrained1_O6E3A2.pt,1,925,925,0.023534659999999992
add_finegrained1_9JUQMI.pt,1,982,982,0.021512940000000005
add_finegrained1_3I4VN6.pt,1,625,625,0.01440642000000001
add_finegrained1_JPZS1U.pt,1,686,686,0.018221160000000004
add_finegrained1_ECER6X.pt,1,655,655,0.01759742
add_finegrained1_X0U0N6.pt,1,876,876,0.012631119999999996
add_finegrained1_TXFD2D.pt,1,545,545,0.017789799999999998
add_finegrained1_8RI33T.pt,1,711,711,0.02027938
add_finegrained1_8EP9JU.pt,1,778,778,0.024241000000000006
add_finegrained1_4F2TZX.pt,1,889,889,0.023312860000000008
add_finegrained1_JLAPUS.pt,1,571,571,0.023337360000000005
add_finegrained1_APINGV.pt,1,481,481,0.01127452
add_finegrained1_GATZNU.pt,1,748,748,0.019485340000000004
add_finegrained1_74OIKL.pt,1,515,515,0.01877548
add_finegrained1_OSHUN1.pt,14,83,83,0.007507819999999999
add_finegrained1_LVA2QZ.pt,14,51,51,0.01662028
add_finegrained1_6N5ZAI.pt,14,77,77,0.02461896
add_finegrained1_OZ8RNG.pt,14,60,60,0.024799339999999993
add_finegrained1_6WMQ4H.pt,14,36,36,0.024291160000000006
add_finegrained1_SEOEWD.pt,14,57,57,0.019778959999999995
add_finegrained1_5SEYRP.pt,14,58,58,0.013404300000000003
add_finegrained1_VX1ZDA.pt,14,66,66,0.02330168
add_finegrained1_L208DM.pt,14,55,55,0.028126099999999998
add_finegrained1_W6QRJ7.pt,14,78,78,0.025442320000000004
add_finegrained1_OXNBC7.pt,14,44,44,0.015164359999999998
add_finegrained1_BNFXBT.pt,14,54,54,0.018839320000000003
add_finegrained1_FKLJK3.pt,14,46,46,0.01243524
add_finegrained1_3GGKCA.pt,14,64,64,0.016392000000000004
add_finegrained1_XFU7HY.pt,14,39,39,0.028522380000000007
add_finegrained1_YK0GKR.pt,14,50,50,0.019713800000000007
add_finegrained1_KCI5IV.pt,14,75,75,0.019862440000000002
add_finegrained1_PM4USH.pt,14,69,69,0.017863360000000005
add_finegrained1_HB2TF8.pt,14,61,61,0.01792974
add_finegrained1_KA3LON.pt,14,62,62,0.01124218
add_finegrained1_K0OUQ3.pt,14,109,109,0.01626439999999999
add_finegrained1_HBE4XA.pt,14,130,130,0.011933899999999996
add_finegrained1_FWZHUU.pt,14,120,120,0.009716540000000003
add_finegrained1_8VNBOF.pt,14,96,96,0.011335259999999996
add_finegrained1_F9M3H0.pt,14,69,69,0.02109810000000001
add_finegrained1_BM9U5A.pt,14,71,71,0.02314783999999999
add_finegrained1_BA36JG.pt,14,63,63,0.004459340000000001
add_finegrained1_Y5E7HZ.pt,14,135,135,0.004472800000000002
add_finegrained1_PMYHA7.pt,14,103,103,0.017610860000000002
add_finegrained1_MXUOVG.pt,14,76,76,0.02008738
add_finegrained1_UYJBW3.pt,14,133,133,0.023488720000000005
add_finegrained1_K1B8BV.pt,14,140,140,0.018934979999999997
add_finegrained1_44848G.pt,14,88,88,0.018727860000000006
add_finegrained1_NPKRBO.pt,14,66,66,0.015829060000000002
add_finegrained1_QVQ1XM.pt,14,116,116,0.012906939999999995
add_finegrained1_VPHZFM.pt,14,138,138,0.011199240000000004
add_finegrained1_6ZT69M.pt,14,83,83,0.009249020000000004
add_finegrained1_1CTHMC.pt,14,122,122,0.012909619999999997
add_finegrained1_IS59KO.pt,14,128,128,0.008529420000000003
add_finegrained1_8ILMBH.pt,14,127,127,0.012304040000000002
add_finegrained1_6ZWVY7.pt,7,41,41,0.014004220000000003
add_finegrained1_ZHY0HR.pt,7,45,45,0.02214418
add_finegrained1_UHXWV2.pt,7,62,62,0.018473000000000003
add_finegrained1_FP63NN.pt,7,78,78,0.021827460000000003
add_finegrained1_NEUVOE.pt,7,68,68,0.014475099999999998
add_finegrained1_HWBEQ2.pt,7,42,42,0.015659919999999997
add_finegrained1_WZGTCZ.pt,7,60,60,0.017016620000000003
add_finegrained1_2EGRUK.pt,7,81,81,0.0191234
add_finegrained1_WB7QMF.pt,7,79,79,0.02017868
add_finegrained1_S099HL.pt,7,46,46,0.01243010000000001
add_finegrained1_WOV1SE.pt,7,70,70,0.017917580000000002
add_finegrained1_KGBW36.pt,7,44,44,0.01712218
add_finegrained1_HZ3K0V.pt,7,52,52,0.020727419999999993
add_finegrained1_WVBNTF.pt,7,67,67,0.019245560000000005
add_finegrained1_GUV012.pt,7,85,85,0.019247900000000002
add_finegrained1_0RTS0Z.pt,7,54,54,0.013152320000000002
add_finegrained1_XQ9VZQ.pt,7,74,74,0.018789840000000002
add_finegrained1_U97HTX.pt,7,82,82,0.022312539999999995
add_finegrained1_YCH20Y.pt,7,89,89,0.01932852
add_finegrained1_JC73VJ.pt,7,51,51,0.01791684
add_finegrained1_HDTWT6.pt,14,139,139,0.012787280000000002
add_finegrained1_OTISGY.pt,14,131,131,0.028892819999999996
add_finegrained1_UHYZ9W.pt,14,153,153,0.00569956
add_finegrained1_0LH51O.pt,14,105,105,0.02513361999999999
add_finegrained1_Y346NM.pt,14,182,182,0.016122499999999998
add_finegrained1_JEAL72.pt,14,127,127,0.014789859999999997
add_finegrained1_SFNI8C.pt,14,179,179,0.01687676
add_finegrained1_NZZAAR.pt,14,215,215,0.01272568
add_finegrained1_KUXAF3.pt,14,166,166,0.01595612
add_finegrained1_884HU1.pt,14,117,117,0.01719968
add_finegrained1_JI56TW.pt,14,209,209,0.018468899999999996
add_finegrained1_E05LYH.pt,14,177,177,0.007817020000000001
add_finegrained1_L22ESN.pt,14,219,219,0.009827140000000002
add_finegrained1_NY96FW.pt,14,216,216,0.00492046
add_finegrained1_5PCTCC.pt,14,169,169,0.025092759999999995
add_finegrained1_NBG55Z.pt,14,178,178,0.014645739999999994
add_finegrained1_P918A0.pt,14,163,163,0.00446672
add_finegrained1_P9IKUO.pt,14,206,206,0.008558060000000001
add_finegrained1_QNP99Q.pt,14,134,134,0.00882804
add_finegrained1_AO6YO0.pt,14,107,107,0.013298080000000004
add_finegrained1_BW1158.pt,28,105,105,0.0050075399999999996
add_finegrained1_EJQ509.pt,28,53,53,0.00534312
add_finegrained1_9547HW.pt,28,69,69,0.00446874
add_finegrained1_EBTAHF.pt,28,47,47,0.009592999999999997
add_finegrained1_MVZL76.pt,28,76,76,0.00440806
add_finegrained1_RI9A7V.pt,28,106,106,0.004505020000000002
add_finegrained1_6H2DU8.pt,28,79,79,0.00443336
add_finegrained1_TS2FNW.pt,28,78,78,0.004591700000000001
add_finegrained1_MZ4SKJ.pt,28,65,65,0.00444436
add_finegrained1_0ZP452.pt,28,51,51,0.009280539999999999
add_finegrained1_LMVRLR.pt,28,91,91,0.0044459
add_finegrained1_NZS4BB.pt,28,102,102,0.004451739999999999
add_finegrained1_VLX1UP.pt,28,60,60,0.004441059999999999
add_finegrained1_I3ZJAK.pt,28,59,59,0.011662439999999998
add_finegrained1_18UIJ0.pt,28,49,49,0.011210439999999997
add_finegrained1_QQDQSQ.pt,28,52,52,0.007671920000000001
add_finegrained1_5UMA1X.pt,28,66,66,0.006431159999999998
add_finegrained1_WVJU7N.pt,28,82,82,0.00445176
add_finegrained1_6B9GSE.pt,28,88,88,0.004483279999999999
add_finegrained1_M9XKO2.pt,28,92,92,0.0044164799999999995
add_finegrained1_2XW0BG.pt,14,22,22,0.016509540000000003
add_finegrained1_HLN9VQ.pt,14,30,30,0.01915966
add_finegrained1_FPOOCZ.pt,14,21,21,0.0289142
add_finegrained1_AQUX7V.pt,14,15,15,0.013455600000000003
add_finegrained1_W2PJEF.pt,14,25,25,0.017646880000000004
add_finegrained1_9RJHDA.pt,14,16,16,0.016144939999999993
add_finegrained1_B1JYS0.pt,14,32,32,0.01944134
add_finegrained1_9VKE36.pt,14,27,27,0.02835174
add_finegrained1_XW5OPM.pt,14,18,18,0.02888022
add_finegrained1_LN8399.pt,14,28,28,0.022012960000000005
add_finegrained1_2OBK8O.pt,14,31,31,0.022289780000000006
add_finegrained1_ZA814U.pt,14,26,26,0.01999028
add_finegrained1_3YV8D3.pt,14,23,23,0.01998862
add_finegrained1_YGLTP4.pt,14,19,19,0.0274234
add_finegrained1_JIXGQ2.pt,14,20,20,0.019860040000000002
add_finegrained1_D5QU8G.pt,14,29,29,0.019205660000000003
add_finegrained1_361TY4.pt,14,24,24,0.017540380000000008
add_finegrained1_6H9PYN.pt,14,17,17,0.021853880000000013
add_finegrained1_6RIGCK.pt,14,14,14,0.02300509999999999
add_finegrained1_JYGJBJ.pt,7,442,442,0.010176039999999997
add_finegrained1_4K0Z6A.pt,7,462,462,0.014788079999999992
add_finegrained1_XCQ6W8.pt,7,323,323,0.025863479999999998
add_finegrained1_L8Z2VW.pt,7,274,274,0.012136019999999999
add_finegrained1_8XH0E1.pt,7,554,554,0.019120680000000004
add_finegrained1_GPSWPJ.pt,7,575,575,0.007328180000000002
add_finegrained1_KB3E8F.pt,7,603,603,0.009796759999999998
add_finegrained1_AKRQ04.pt,7,420,420,0.004483499999999999
add_finegrained1_6R239Z.pt,7,507,507,0.015214179999999996
add_finegrained1_0JHVN2.pt,7,304,304,0.02484092000000001
add_finegrained1_M92KVF.pt,7,591,591,0.00892796
add_finegrained1_DBKMQL.pt,7,596,596,0.012602020000000005
add_finegrained1_E7WZBG.pt,7,296,296,0.017346720000000003
add_finegrained1_NE4R22.pt,7,317,317,0.017885460000000006
add_finegrained1_PYPN7Y.pt,7,524,524,0.016331120000000005
add_finegrained1_1KYWJ3.pt,7,262,262,0.01253814
add_finegrained1_UMTDGE.pt,7,295,295,0.02157073999999999
add_finegrained1_7EE8F8.pt,7,354,354,0.013668859999999998
add_finegrained1_CCJV6F.pt,7,328,328,0.016190280000000005
add_finegrained1_FQZCF0.pt,7,472,472,0.014449880000000005
add_finegrained1_WEDK9W.pt,28,22,22,0.016933680000000003
add_finegrained1_Q3PMBF.pt,28,31,31,0.015140939999999992
add_finegrained1_T1VSYW.pt,28,19,19,0.02028167999999999
add_finegrained1_OXUL2M.pt,28,32,32,0.016670340000000002
add_finegrained1_5LNXYT.pt,28,17,17,0.008104519999999999
add_finegrained1_KR4828.pt,28,24,24,0.01697939999999999
add_finegrained1_MUS5JP.pt,28,20,20,0.022397180000000003
add_finegrained1_SFJFI8.pt,28,18,18,0.011641760000000001
add_finegrained1_PIW6A5.pt,28,25,25,0.013667360000000007
add_finegrained1_A0JOAR.pt,28,33,33,0.013494019999999995
add_finegrained1_JDI0LP.pt,28,36,36,0.00899698
add_finegrained1_QHF45F.pt,28,28,28,0.012299539999999998
add_finegrained1_7L81LA.pt,28,26,26,0.015603360000000004
add_finegrained1_6ECVLN.pt,28,23,23,0.00902786
add_finegrained1_ECIEBZ.pt,28,30,30,0.008996780000000001
add_finegrained1_Y6DX5B.pt,28,29,29,0.013928559999999996
add_finegrained1_HCHW9I.pt,28,35,35,0.016591919999999996
add_finegrained1_4OWVVA.pt,28,39,39,0.011404779999999998
add_finegrained1_575FWB.pt,28,21,21,0.018794220000000004
add_finegrained1_J6SNBC.pt,28,34,34,0.0061991
add_finegrained1_2E7DLS.pt,14,138,138,0.011442039999999995
add_finegrained1_DUGCZ1.pt,14,102,102,0.02396112000000001
add_finegrained1_EVGT8K.pt,14,151,151,0.014940120000000001
add_finegrained1_LJN5JI.pt,14,135,135,0.015574919999999999
add_finegrained1_STZNI4.pt,14,173,173,0.005030560000000002
add_finegrained1_A7FZEU.pt,14,127,127,0.01318644
add_finegrained1_39MMSH.pt,14,172,172,0.00873814
add_finegrained1_0TGMU8.pt,14,83,83,0.0164369
add_finegrained1_FCL1YF.pt,14,157,157,0.017335339999999998
add_finegrained1_RGLHFQ.pt,14,132,132,0.016303100000000004
add_finegrained1_2GSWV2.pt,14,159,159,0.012126599999999998
add_finegrained1_LTENY3.pt,14,194,194,0.0074604999999999975
add_finegrained1_EADW6Q.pt,14,140,140,0.017542759999999998
add_finegrained1_IJ28AK.pt,14,93,93,0.014950220000000005
add_finegrained1_TZANSF.pt,14,105,105,0.011721440000000001
add_finegrained1_XGP9GR.pt,14,160,160,0.009368320000000001
add_finegrained1_9RKXFB.pt,14,122,122,0.007904479999999998
add_finegrained1_F9O12C.pt,14,175,175,0.004451599999999999
add_finegrained1_LR66US.pt,14,96,96,0.013987240000000003
add_finegrained1_X0W9FN.pt,14,183,183,0.011489699999999999
add_finegrained1_IIKDJH.pt,7,485,485,0.005924139999999999
add_finegrained1_I6P2SY.pt,7,427,427,0.013904880000000001
add_finegrained1_ESCTJC.pt,7,380,380,0.01259348
add_finegrained1_BQIM51.pt,7,343,343,0.009831079999999999
add_finegrained1_QOE927.pt,7,521,521,0.00664914
add_finegrained1_J96PDB.pt,7,623,623,0.021424280000000007
add_finegrained1_NRQC6C.pt,7,383,383,0.0180969
add_finegrained1_QHUZ1X.pt,7,487,487,0.01664072
add_finegrained1_EFPH6D.pt,7,589,589,0.010734139999999998
add_finegrained1_260QEU.pt,7,542,542,0.012942380000000005
add_finegrained1_7ZQJJ7.pt,7,593,593,0.004519819999999999
add_finegrained1_LL8ISH.pt,7,442,442,0.0101885
add_finegrained1_2M53YX.pt,7,344,344,0.0044436599999999995
add_finegrained1_KCN357.pt,7,285,285,0.010546099999999994
add_finegrained1_J8NVPE.pt,7,347,347,0.01552
add_finegrained1_UHJ4JS.pt,7,268,268,0.018761859999999998
add_finegrained1_69WKYF.pt,7,312,312,0.01845228
add_finegrained1_OX986D.pt,7,336,336,0.00888352
add_finegrained1_P3T6X4.pt,7,636,636,0.00540208
add_finegrained1_FHVIO9.pt,7,602,602,0.008915519999999996
add_finegrained1_KL2LOS.pt,3,50,50,0.021494939999999997
add_finegrained1_XVF184.pt,3,54,54,0.02455365999999999
add_finegrained1_RZJWK9.pt,3,45,45,0.015766580000000002
add_finegrained1_6HJRY8.pt,3,42,42,0.004462259999999999
add_finegrained1_U8WRTO.pt,3,43,43,0.020597259999999996
add_finegrained1_MLJD39.pt,3,44,44,0.012522399999999989
add_finegrained1_G53VVF.pt,3,39,39,0.020967160000000006
add_finegrained1_EBOCR0.pt,3,25,25,0.02855086
add_finegrained1_JSL69I.pt,3,37,37,0.028377940000000018
add_finegrained1_JTZGMT.pt,3,59,59,0.020236740000000003
add_finegrained1_W1BTVP.pt,3,26,26,0.013059779999999995
add_finegrained1_5XSER0.pt,3,30,30,0.02124171999999999
add_finegrained1_XXGB7U.pt,3,31,31,0.01648458000000001
add_finegrained1_LEAEMT.pt,3,36,36,0.018842439999999995
add_finegrained1_JCJHNX.pt,3,46,46,0.029141899999999995
add_finegrained1_4CWGQH.pt,3,29,29,0.016622220000000004
add_finegrained1_VJCLGE.pt,3,34,34,0.025394719999999992
add_finegrained1_VUJFT6.pt,3,51,51,0.01867696
add_finegrained1_0XLY9O.pt,3,56,56,0.02246238
add_finegrained1_7SRISE.pt,3,52,52,0.0279957
add_finegrained1_RQXDJH.pt,56,3,3,0.01487594
add_finegrained1_QY5PKN.pt,56,6,6,0.025245999999999994
add_finegrained1_3ZF5MR.pt,56,5,5,0.011569200000000002
add_finegrained1_0B53WP.pt,56,4,4,0.009257159999999997
add_finegrained1_TPV8HE.pt,7,210,210,0.016413060000000007
add_finegrained1_PNO6C4.pt,7,180,180,0.015073300000000003
add_finegrained1_B27YVH.pt,7,165,165,0.022182520000000004
add_finegrained1_1A8BYA.pt,7,110,110,0.00447918
add_finegrained1_FK57C9.pt,7,242,242,0.024852740000000005
add_finegrained1_5CKU4L.pt,7,247,247,0.013711240000000005
add_finegrained1_5H43EJ.pt,7,175,175,0.022165220000000003
add_finegrained1_U173L1.pt,7,153,153,0.020076999999999994
add_finegrained1_VQIGLK.pt,7,238,238,0.02492258
add_finegrained1_AD049E.pt,7,191,191,0.017138559999999997
add_finegrained1_M1A079.pt,7,229,229,0.014334620000000003
add_finegrained1_S3RAHQ.pt,7,145,145,0.013667259999999997
add_finegrained1_YKRB5I.pt,7,151,151,0.019096140000000004
add_finegrained1_MZYZLZ.pt,7,171,171,0.019264039999999996
add_finegrained1_FKN0F4.pt,7,178,178,0.018554920000000003
add_finegrained1_C689OI.pt,7,130,130,0.010095900000000001
add_finegrained1_ZG36GG.pt,7,200,200,0.020627519999999996
add_finegrained1_1V41WF.pt,7,182,182,0.015880599999999995
add_finegrained1_FL8UQA.pt,7,245,245,0.014173020000000001
add_finegrained1_OFXR4W.pt,7,172,172,0.012278639999999999
add_finegrained1_KNUOJJ.pt,14,142,142,0.006974959999999995
add_finegrained1_PM4PXU.pt,14,286,286,0.00884584
add_finegrained1_5HGDYI.pt,14,191,191,0.007104140000000004
add_finegrained1_6MXVVZ.pt,14,214,214,0.01317059999999999
add_finegrained1_HZ07YK.pt,14,208,208,0.008105079999999995
add_finegrained1_8BP0H5.pt,14,267,267,0.004192600000000001
add_finegrained1_Z5TW0Q.pt,14,274,274,0.004505280000000001
add_finegrained1_06L3WY.pt,14,184,184,0.02030162
add_finegrained1_3560P4.pt,14,218,218,0.00485904
add_finegrained1_H04EBJ.pt,14,282,282,0.004399439999999999
add_finegrained1_4IZ618.pt,14,156,156,0.008245560000000002
add_finegrained1_7WF46B.pt,14,281,281,0.00455626
add_finegrained1_4OQH69.pt,14,297,297,0.00470682
add_finegrained1_O67KXZ.pt,14,219,219,0.00549774
add_finegrained1_6JUCGZ.pt,14,292,292,0.004158759999999999
