feature0,feature1,feature2,True,Pred,Error
28,174,174,0.0046114400000000005,0.00465281507027026,0.008972266855962528
56,1027,1027,0.0046029200000000025,0.004640875729729748,0.008246011168941773
7,4,4,0.004660700000000001,0.004729277690733588,0.01471403238431713
28,38,38,0.004584660000000001,0.004629963038352622,0.009881439049487078
7,57,57,0.004587159999999999,0.004639439718404124,0.011396968582766887
7,41,41,0.004703060000000002,0.004663367490090091,0.00843972007797289
3,513,513,0.00458482,0.004619265905405402,0.007513033315463166
7,1010,1010,0.004587259999999999,0.004671322270270287,0.01832515930430979
28,415,415,0.0047375,0.004582495837837853,0.03271855665691771
14,10,10,0.004625959999999999,0.004604783892792785,0.004577667599204046
14,166,166,0.0046275,0.00460893773667953,0.004011294072494726
14,975,975,0.004736379999999999,0.004700803324324322,0.007511364306849868
112,1706,1706,0.004659160000000001,0.0046491137297297366,0.0021562406679024046
14,46,46,0.004722220000000002,0.004604334607915048,0.024963977130450028
7,5,5,0.004592400000000001,0.004732543976576577,0.03051650043040158
7,16,16,0.0047369,0.0046716091887387436,0.01378344724635438
14,9,9,0.0046188600000000015,0.004612177928828836,0.0014466927274620481
28,109,109,0.004597660000000001,0.004579219495495501,0.004010845626797019
7,390,390,0.0046814399999999985,0.004600012371171157,0.01739371407704503
7,212,212,0.004735079999999999,0.00466650702226511,0.01448190479039192
28,983,983,0.004636899999999999,0.004647157891891889,0.002212230561773994
14,1584,1584,0.004569060000000001,0.0046078509189189125,0.00848991234934796
7,240,240,0.00459526,0.004643834456949806,0.010570556823728202
14,81,81,0.00460052,0.004610522115315327,0.0021741271237440563
112,1253,1253,0.0045863599999999985,0.0048046824324324095,0.04760255026478756
56,531,531,0.004609440000000001,0.004615685459459445,0.0013549280301823625
56,265,265,0.0046672,0.004649778068597165,0.00373284440410421
112,210,210,0.004659179999999999,0.004658262432432427,0.00019693756574580052
112,772,772,0.004639399999999999,0.0046258981081080865,0.0029102668215529423
1,677,677,0.0047830799999999995,0.004698063837837816,0.01777435505201319
14,1017,1017,0.0046901400000000015,0.004703261405405404,0.002797657512441513
7,143,143,0.00462478,0.004626850294980699,0.00044765264092531346
14,89,89,0.00463594,0.004635944500128691,9.707046880593604e-07
56,20,20,0.004596860000000001,0.0046311902252252285,0.007468190291900841
56,250,250,0.0046276600000000005,0.004625761790604899,0.0004101877396138139
56,8,8,0.00462594,0.0046460937297297545,0.00435667771950225
28,820,820,0.004713559999999999,0.00470754394594596,0.001276329155466004
14,505,505,0.004635659999999999,0.004594333648648631,0.008914879726159309
7,127,127,0.004609759999999999,0.004757255306306282,0.03199630920184186
112,758,758,0.0046459,0.004615622648648624,0.006517004531172756
7,172,172,0.004609659999999998,0.00460564823513514,0.0008702951768369095
28,490,490,0.004587399999999999,0.0045860193297297056,0.0003009701073143261
28,1021,1021,0.00466914,0.004737241351351366,0.014585416447432827
112,169,169,0.00464902,0.004655051392277991,0.0012973470275435607
14,402,402,0.00461192,0.00459616828288289,0.0034154358959197248
14,118,118,0.0046265,0.00462172522887173,0.0010320482283087727
112,143,143,0.00463248,0.00473530294594593,0.022196090635238745
56,893,893,0.0046972,0.004637608270270279,0.012686649435774806
56,597,597,0.00463942,0.004627500594594606,0.0025691585166667695
56,69,69,0.00466504,0.004658735956756743,0.0013513374468936124
14,53,53,0.0046175999999999995,0.004615618416181118,0.000429137174913617
14,512,512,0.0046127600000000005,0.0046338415782496605,0.004570274250049864
112,140,140,0.004589859999999999,0.00465288628693692,0.013731636027443166
56,147,147,0.004690399999999999,0.004606057029172036,0.017982042219845524
14,516,516,0.00462658,0.004591644963583719,0.007550941822313951
56,158,158,0.004683800000000001,0.004667669091119672,0.003443979008567641
