feature0,feature1,feature2,feature3,feature4,feature5,feature6,True,Pred,Error
14,541,20,1,1,2.12464,0.01084,0.025331900000000004,0.026155886449999985,0.03252762129962539
8,556,175,1,1,6.2384,0.097475,0.025816160000000005,0.025963126899999963,0.00569282573395727
56,167,81,1,1,42.674688,0.013608,0.024687519999999998,0.02496576765000001,0.011270781755316492
28,74,99,3,1,51.769872,0.066033,0.03429598000000001,0.02691935710000003,0.21508710058729852
28,137,198,1,1,21.422016,0.027324,0.024721319999999995,0.024775507900000004,0.002191950106224475
27,82,16,7,1,46.877616,0.064304,0.029846000000000004,0.03315849473000006,0.11098622026402373
56,76,41,1,1,9.900352,0.003157,0.02559428,0.025056429250000022,0.02101449034706107
14,2017,32,7,1,619.886848,3.162688,0.030811300000000003,0.03282459379999998,0.06534270868155445
28,778,251,1,1,153.294736,0.195529,0.02448308,0.025239809700000008,0.030908272161836132
13,1534,81,1,1,21.012615,0.124335,0.02652481999999999,0.02608267574999994,0.016669076359426778
112,163,103,1,1,211.893248,0.016892,0.024666539999999997,0.02486110589999997,0.007887847261917201
7,537,343,3,1,81.245038,1.658062,0.03493157999999999,0.029522211300000056,0.15485611300719682
112,5,31,1,1,2.333184,0.000186,0.025264380000000003,0.024570846350000054,0.027451045701495515
27,85,9,1,1,0.564246,0.000774,0.024978180000000006,0.02462619444999998,0.01409172125431185
28,321,491,1,1,123.951968,0.158102,0.0250858,0.02552261565000007,0.017412865047160993
14,515,37,1,1,3.742032,0.019092,0.02562979999999999,0.025838412750000078,0.008139460705900428
1,14,79,5,2,0.00693225,0.027729,0.024206860000000004,0.027006154649999944,0.11564055189313854
13,58,502,7,1,241.194434,1.427186,0.034458819999999994,0.03327765265000001,0.03427764937975196
28,495,156,1,1,60.662784,0.077376,0.025052959999999996,0.025192367200000013,0.005564500162855714
27,117,1025,1,1,88.17255,0.12095,0.02498122000000001,0.02460994535000004,0.014862150447414827
27,490,150,1,2,13.4227125,0.07365,0.023991799999999997,0.02781349164999998,0.15929157670537364
27,186,62,3,1,75.70665,0.10385,0.03368526000000001,0.03032827630000003,0.09965734864448064
14,532,143,5,1,372.800428,1.902043,0.03347041999999998,0.033677901399999995,0.0061989482056100526
56,1846,90,1,1,521.29728,0.16623,0.024449980000000003,0.0254966561499999,0.042808875508278436
56,15,15,1,1,0.75264,0.00024,0.024146059999999997,0.024795832250000056,0.02691007352752618
14,67,38,1,1,0.506464,0.002584,0.024466740000000008,0.024575342150000044,0.0044387666685482404
13,53,146,1,2,0.333099,0.007884,0.03269026,0.03163120835000014,0.032396550226271005
112,71,107,1,1,96.638976,0.007704,0.024373179999999994,0.02448337299999996,0.004521076035214396
56,453,236,1,1,336.003584,0.107144,0.024458440000000005,0.024759692750000055,0.01231692413743681
27,146,44,1,1,4.715172,0.006468,0.024656820000000003,0.024997477250000077,0.013815944229631958
28,85,140,1,1,9.43936,0.01204,0.024229900000000006,0.02485463705000006,0.025783723828825243
13,1048,139,3,1,221.590603,1.311187,0.0252737,0.02955494950000001,0.16939543873671092
13,115,488,1,2,2.391688,0.056608,0.0320885,0.03227094450000003,0.005685666204404423
14,141,508,1,1,14.138656,0.072136,0.02606100000000001,0.02519177135000008,0.03335361843367222
27,515,8,5,1,75.092832,0.103008,0.031439,0.03200486414999988,0.017998796081296474
27,82,102,1,1,6.171714,0.008466,0.024256960000000004,0.02439586384999994,0.005726350292861688
3,92,5,3,1,0.037305,0.004145,0.032625100000000004,0.030791342250000037,0.05620696181774053
28,243,39,1,1,7.460544,0.009516,0.02663233999999999,0.026131995849999992,0.01878708930570872
14,440,147,1,1,12.706092,0.064827,0.026742979999999993,0.02630641534999998,0.016324457857726127
13,55,223,3,1,18.692752,0.110608,0.0345038,0.03280405099999997,0.049262660924304806
14,516,11,1,1,1.114652,0.005687,0.025643939999999997,0.026226923499999978,0.02273377257940789
13,506,20,1,2,0.428415,0.01014,0.031881820000000005,0.030769724900000052,0.03488179470306128
